row_id,icd9_code,short_title,long_title
273,01694,Gu TB NOS-cult dx,"Genitourinary tuberculosis, unspecified, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
274,01695,Gu TB NOS-histo dx,"Genitourinary tuberculosis, unspecified, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
275,01696,Gu TB NOS-oth test,"Genitourinary tuberculosis, unspecified, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
276,01700,TB skin/subcutan-unspec,"Tuberculosis of skin and subcutaneous cellular tissue, unspecified"
277,01701,TB skin/subcut-no exam,"Tuberculosis of skin and subcutaneous cellular tissue, bacteriological or histological examination not done"
278,01702,TB skin/subcut-exam unkn,"Tuberculosis of skin and subcutaneous cellular tissue, bacteriological or histological examination unknown (at present)"
279,01703,TB skin/subcut-micro dx,"Tuberculosis of skin and subcutaneous cellular tissue, tubercle bacilli found (in sputum) by microscopy"
280,01704,TB skin/subcut-cult dx,"Tuberculosis of skin and subcutaneous cellular tissue, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
281,01705,TB skin/subcut-histo dx,"Tuberculosis of skin and subcutaneous cellular tissue, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
282,01706,TB skin/subcut-oth test,"Tuberculosis of skin and subcutaneous cellular tissue, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
283,01710,Erythema nodos tb-unspec,"Erythema nodosum with hypersensitivity reaction in tuberculosis, unspecified"
284,01711,Erythem nodos tb-no exam,"Erythema nodosum with hypersensitivity reaction in tuberculosis, bacteriological or histological examination not done"
285,01712,Erythem nod tb-exam unkn,"Erythema nodosum with hypersensitivity reaction in tuberculosis, bacteriological or histological examination unknown (at present)"
286,01713,Erythem nod tb-micro dx,"Erythema nodosum with hypersensitivity reaction in tuberculosis, tubercle bacilli found (in sputum) by microscopy"
287,01714,Erythem nodos tb-cult dx,"Erythema nodosum with hypersensitivity reaction in tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
288,01715,Erythem nod tb-histo dx,"Erythema nodosum with hypersensitivity reaction in tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
289,01582,TB joint NEC-exam unkn,"Tuberculosis of other specified joint, bacteriological or histological examination unknown (at present)"
290,01583,TB of joint NEC-micro dx,"Tuberculosis of other specified joint, tubercle bacilli found (in sputum) by microscopy"
291,01584,TB of joint NEC-cult dx,"Tuberculosis of other specified joint, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
292,01585,TB of joint NEC-histo dx,"Tuberculosis of other specified joint, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
293,01586,TB of joint NEC-oth test,"Tuberculosis of other specified joint, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
294,01590,TB bone/joint NOS-unspec,"Tuberculosis of unspecified bones and joints, unspecified"
295,01591,TB bone/jt NOS-no exam,"Tuberculosis of unspecified bones and joints, bacteriological or histological examination not done"
296,01592,TB bone/jt NOS-exam unkn,"Tuberculosis of unspecified bones and joints, bacteriological or histological examination unknown (at present)"
297,01593,TB bone/jt NOS-micro dx,"Tuberculosis of unspecified bones and joints, tubercle bacilli found (in sputum) by microscopy"
298,01594,TB bone/jt NOS-cult dx,"Tuberculosis of unspecified bones and joints, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
299,01595,TB bone/jt NOS-histo dx,"Tuberculosis of unspecified bones and joints, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
300,01596,TB bone/jt NOS-oth test,"Tuberculosis of unspecified bones and joints, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
301,01600,TB of kidney-unspec,"Tuberculosis of kidney, unspecified"
302,01601,TB of kidney-no exam,"Tuberculosis of kidney, bacteriological or histological examination not done"
303,01602,TB of kidney-exam unkn,"Tuberculosis of kidney, bacteriological or histological examination unknown (at present)"
304,01603,TB of kidney-micro dx,"Tuberculosis of kidney, tubercle bacilli found (in sputum) by microscopy"
305,01604,TB of kidney-cult dx,"Tuberculosis of kidney, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
306,01605,TB of kidney-histo dx,"Tuberculosis of kidney, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
307,01606,TB of kidney-oth test,"Tuberculosis of kidney, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
308,01610,TB of bladder-unspec,"Tuberculosis of bladder, unspecified"
309,01611,TB of bladder-no exam,"Tuberculosis of bladder, bacteriological or histological examination not done"
310,01612,TB of bladder-exam unkn,"Tuberculosis of bladder, bacteriological or histological examination unknown (at present)"
311,01613,TB of bladder-micro dx,"Tuberculosis of bladder, tubercle bacilli found (in sputum) by microscopy"
312,01614,TB of bladder-cult dx,"Tuberculosis of bladder, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
313,01615,TB of bladder-histo dx,"Tuberculosis of bladder, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
314,01616,TB of bladder-oth test,"Tuberculosis of bladder, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
315,01620,TB of ureter-unspec,"Tuberculosis of ureter, unspecified"
316,01621,TB of ureter-no exam,"Tuberculosis of ureter, bacteriological or histological examination not done"
317,01622,TB of ureter-exam unkn,"Tuberculosis of ureter, bacteriological or histological examination unknown (at present)"
318,01623,TB of ureter-micro dx,"Tuberculosis of ureter, tubercle bacilli found (in sputum) by microscopy"
319,01624,TB of ureter-cult dx,"Tuberculosis of ureter, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
320,01625,TB of ureter-histo dx,"Tuberculosis of ureter, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
321,01626,TB of ureter-oth test,"Tuberculosis of ureter, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
322,01630,TB urinary NEC-unspec,"Tuberculosis of other urinary organs, unspecified"
323,01631,TB urinary NEC-no exam,"Tuberculosis of other urinary organs, bacteriological or histological examination not done"
324,01632,TB urinary NEC-exam unkn,"Tuberculosis of other urinary organs, bacteriological or histological examination unknown (at present)"
325,01633,TB urinary NEC-micro dx,"Tuberculosis of other urinary organs, tubercle bacilli found (in sputum) by microscopy"
326,01634,TB urinary NEC-cult dx,"Tuberculosis of other urinary organs, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
327,01635,TB urinary NEC-histo dx,"Tuberculosis of other urinary organs, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
328,01636,TB urinary NEC-oth test,"Tuberculosis of other urinary organs, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
329,01640,TB epididymis-unspec,"Tuberculosis of epididymis, unspecified"
330,01641,TB epididymis-no exam,"Tuberculosis of epididymis, bacteriological or histological examination not done"
331,01642,TB epididymis-exam unkn,"Tuberculosis of epididymis, bacteriological or histological examination unknown (at present)"
332,01643,TB epididymis-micro dx,"Tuberculosis of epididymis, tubercle bacilli found (in sputum) by microscopy"
333,01644,TB epididymis-cult dx,"Tuberculosis of epididymis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
334,01645,TB epididymis-histo dx,"Tuberculosis of epididymis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
335,01646,TB epididymis-oth test,"Tuberculosis of epididymis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
336,01650,TB male genit NEC-unspec,"Tuberculosis of other male genital organs, unspecified"
337,01651,TB male gen NEC-no exam,"Tuberculosis of other male genital organs, bacteriological or histological examination not done"
338,01652,TB male gen NEC-ex unkn,"Tuberculosis of other male genital organs, bacteriological or histological examination unknown (at present)"
339,01653,TB male gen NEC-micro dx,"Tuberculosis of other male genital organs, tubercle bacilli found (in sputum) by microscopy"
340,01654,TB male gen NEC-cult dx,"Tuberculosis of other male genital organs, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
341,01655,TB male gen NEC-histo dx,"Tuberculosis of other male genital organs, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
342,01656,TB male gen NEC-oth test,"Tuberculosis of other male genital organs, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
343,01660,TB ovary & tube-unspec,"Tuberculous oophoritis and salpingitis, unspecified"
344,01661,TB ovary & tube-no exam,"Tuberculous oophoritis and salpingitis, bacteriological or histological examination not done"
345,01662,TB ovary/tube-exam unkn,"Tuberculous oophoritis and salpingitis, bacteriological or histological examination unknown (at present)"
346,01663,TB ovary & tube-micro dx,"Tuberculous oophoritis and salpingitis, tubercle bacilli found (in sputum) by microscopy"
347,01664,TB ovary & tube-cult dx,"Tuberculous oophoritis and salpingitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
348,01665,TB ovary & tube-histo dx,"Tuberculous oophoritis and salpingitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
349,01666,TB ovary & tube-oth test,"Tuberculous oophoritis and salpingitis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
350,01670,TB female gen NEC-unspec,"Tuberculosis of other female genital organs, unspecified"
351,01671,TB fem gen NEC-no exam,"Tuberculosis of other female genital organs, bacteriological or histological examination not done"
352,01672,TB fem gen NEC-exam unkn,"Tuberculosis of other female genital organs, bacteriological or histological examination unknown (at present)"
353,01673,TB fem gen NEC-micro dx,"Tuberculosis of other female genital organs, tubercle bacilli found (in sputum) by microscopy"
354,01674,TB fem gen NEC-cult dx,"Tuberculosis of other female genital organs, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
355,01675,TB fem gen NEC-histo dx,"Tuberculosis of other female genital organs, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
356,0844,Malaria NEC,Other malaria
357,0845,Mixed malaria,Mixed malaria
358,0846,Malaria NOS,"Malaria, unspecified"
359,0847,Induced malaria,Induced malaria
360,0848,Blackwater fever,Blackwater fever
361,0849,Malaria complicated NEC,Other pernicious complications of malaria
362,0850,Visceral leishmaniasis,Visceral [kala-azar] leishmaniasis
363,0851,Cutan leishmanias urban,"Cutaneous leishmaniasis, urban"
364,0852,Cutan leishmanias asian,"Cutaneous leishmaniasis, Asian desert"
365,0853,Cutan leishmanias ethiop,"Cutaneous leishmaniasis, Ethiopian"
366,0854,Cutan leishmanias amer,"Cutaneous leishmaniasis, American"
367,0855,Mucocutan leishmaniasis,"Mucocutaneous leishmaniasis, (American)"
368,0859,Leishmaniasis NOS,"Leishmaniasis, unspecified"
369,0860,Chagas disease of heart,Chagas' disease with heart involvement
370,0861,Chagas dis of oth organ,Chagas' disease with other organ involvement
371,0862,Chagas disease NOS,Chagas' disease without mention of organ involvement
372,0863,Gambian trypanosomiasis,Gambian trypanosomiasis
373,0864,Rhodesian trypanosomias,Rhodesian trypanosomiasis
374,0865,African trypanosoma NOS,"African trypanosomiasis, unspecified"
375,0869,Trypanosomiasis NOS,"Trypanosomiasis, unspecified"
376,0870,Louse-borne relaps fever,"Relapsing fever, louse-borne"
377,0871,Tick-borne relaps fever,"Relapsing fever, tick-borne"
378,0879,Relapsing fever NOS,"Relapsing fever, unspecified"
379,0880,Bartonellosis,Bartonellosis
380,08881,Lyme disease,Lyme Disease
381,08882,Babesiosis,Babesiosis
382,08889,Oth arthropod-borne dis,"Other specified arthropod-borne diseases, other"
383,0889,Arthropod-borne dis NOS,"Arthropod-borne disease, unspecified"
384,0900,Early cong syph symptom,"Early congenital syphilis, symptomatic"
385,0901,Early congen syph latent,"Early congenital syphilis, latent"
386,0902,Early congen syph NOS,"Early congenital syphilis, unspecified"
387,0903,Syphilitic keratitis,Syphilitic interstitial keratitis
388,09040,Juvenile neurosyph NOS,"Juvenile neurosyphilis, unspecified"
389,09041,Congen syph encephalitis,Congenital syphilitic encephalitis
390,09042,Congen syph meningitis,Congenital syphilitic meningitis
391,09049,Juvenile neurosyph NEC,Other juvenile neurosyphilis
392,0905,Late congen syph symptom,"Other late congenital syphilis, symptomatic"
393,0906,Late congen syph latent,"Late congenital syphilis, latent"
394,0907,Late congen syph NOS,"Late congenital syphilis, unspecified"
395,0909,Congenital syphilis NOS,"Congenital syphilis, unspecified"
396,0910,Primary genital syphilis,Genital syphilis (primary)
397,0911,Primary anal syphilis,Primary anal syphilis
398,0912,Primary syphilis NEC,Other primary syphilis
399,0913,Secondary syph skin,Secondary syphilis of skin or mucous membranes
400,0914,Syphilitic adenopathy,Adenopathy due to secondary syphilis
401,09150,Syphilitic uveitis NOS,"Syphilitic uveitis, unspecified"
402,09151,Syphilit chorioretinitis,Syphilitic chorioretinitis (secondary)
403,09152,Syphilitic iridocyclitis,Syphilitic iridocyclitis (secondary)
404,09161,Syphilitic periostitis,Secondary syphilitic periostitis
405,09162,Syphilitic hepatitis,Secondary syphilitic hepatitis
406,09169,Second syph viscera NEC,Secondary syphilis of other viscera
407,0917,Second syphilis relapse,"Secondary syphilis, relapse"
408,09181,Acute syphil meningitis,Acute syphilitic meningitis (secondary)
409,09182,Syphilitic alopecia,Syphilitic alopecia
410,09189,Secondary syphilis NEC,Other forms of secondary syphilis
411,0919,Secondary syphilis NOS,Unspecified secondary syphilis
412,0920,Early syph latent relaps,"Early syphilis, latent, serological relapse after treatment"
413,0929,Early syphil latent NOS,"Early syphilis, latent, unspecified"
414,0930,"Aortic aneurysm, syphil","Aneurysm of aorta, specified as syphilitic"
415,0931,Syphilitic aortitis,Syphilitic aortitis
416,09320,Syphil endocarditis NOS,"Syphilitic endocarditis of valve, unspecified"
417,09321,Syphilitic mitral valve,Syphilitic endocarditis of mitral valve
418,09322,Syphilitic aortic valve,Syphilitic endocarditis of aortic valve
419,09323,Syphil tricuspid valve,Syphilitic endocarditis of tricuspid valve
420,09324,Syphil pulmonary valve,Syphilitic endocarditis of pulmonary valve
421,09381,Syphilitic pericarditis,Syphilitic pericarditis
422,09382,Syphilitic myocarditis,Syphilitic myocarditis
423,09389,Cardiovascular syph NEC,Other specified cardiovascular syphilis
424,0939,Cardiovascular syph NOS,"Cardiovascular syphilis, unspecified"
425,0940,Tabes dorsalis,Tabes dorsalis
426,0941,General paresis,General paresis
427,0942,Syphilitic meningitis,Syphilitic meningitis
428,0943,Asymptomat neurosyphilis,Asymptomatic neurosyphilis
429,09481,Syphilitic encephalitis,Syphilitic encephalitis
430,09482,Syphilitic parkinsonism,Syphilitic parkinsonism
431,09483,Syph dissem retinitis,Syphilitic disseminated retinochoroiditis
432,09484,Syphilitic optic atrophy,Syphilitic optic atrophy
433,09485,Syph retrobulb neuritis,Syphilitic retrobulbar neuritis
434,09486,Syphil acoustic neuritis,Syphilitic acoustic neuritis
435,09487,Syph rupt cereb aneurysm,Syphilitic ruptured cerebral aneurysm
436,09489,Neurosyphilis NEC,Other specified neurosyphilis
437,0949,Neurosyphilis NOS,"Neurosyphilis, unspecified"
438,0950,Syphilitic episcleritis,Syphilitic episcleritis
439,0951,Syphilis of lung,Syphilis of lung
440,0952,Syphilitic peritonitis,Syphilitic peritonitis
441,0953,Syphilis of liver,Syphilis of liver
442,0954,Syphilis of kidney,Syphilis of kidney
443,0955,Syphilis of bone,Syphilis of bone
444,0956,Syphilis of muscle,Syphilis of muscle
445,0957,Syphilis of tendon/bursa,"Syphilis of synovium, tendon, and bursa"
446,0958,Late sympt syphilis NEC,Other specified forms of late symptomatic syphilis
447,0959,Late sympt syphilis NOS,"Late symptomatic syphilis, unspecified"
448,096,Late syphilis latent,"Late syphilis, latent"
449,0970,Late syphilis NOS,"Late syphilis, unspecified"
450,0971,Latent syphilis NOS,"Latent syphilis, unspecified"
451,0979,Syphilis NOS,"Syphilis, unspecified"
452,0980,Acute gc infect lower gu,Gonococcal infection (acute) of lower genitourinary tract
453,09810,Gc (acute) upper gu NOS,"Gonococcal infection (acute) of upper genitourinary tract, site unspecified"
454,09811,Gc cystitis (acute),Gonococcal cystitis (acute)
455,09812,Gc prostatitis (acute),Gonococcal prostatitis (acute)
456,09813,Gc orchitis (acute),Gonococcal epididymo-orchitis (acute)
457,09814,Gc sem vesiculit (acute),Gonococcal seminal vesiculitis (acute)
458,09815,Gc cervicitis (acute),Gonococcal cervicitis (acute)
459,09816,Gc endometritis (acute),Gonococcal endometritis (acute)
460,09817,Acute gc salpingitis,"Gonococcal salpingitis, specified as acute"
461,09819,Gc (acute) upper gu NEC,Other gonococcal infection (acute) of upper genitourinary tract
462,0982,Chr gc infect lower gu,"Gonococcal infection, chronic, of lower genitourinary tract"
463,09830,Chr gc upper gu NOS,"Chronic gonococcal infection of upper genitourinary tract, site unspecified"
464,09831,"Gc cystitis, chronic","Gonococcal cystitis, chronic"
465,09832,"Gc prostatitis, chronic","Gonococcal prostatitis, chronic"
466,09833,"Gc orchitis, chronic","Gonococcal epididymo-orchitis, chronic"
467,09834,"Gc sem vesiculitis, chr","Gonococcal seminal vesiculitis, chronic"
468,09835,"Gc cervicitis, chronic","Gonococcal cervicitis, chronic"
469,09836,"Gc endometritis, chronic","Gonococcal endometritis, chronic"
470,09837,Gc salpingitis (chronic),Gonococcal salpingitis (chronic)
471,09839,Chr gc upper gu NEC,Other chronic gonococcal infection of upper genitourinary tract
472,09840,Gonococcal conjunctivit,Gonococcal conjunctivitis (neonatorum)
473,09841,Gonococcal iridocyclitis,Gonococcal iridocyclitis
474,09842,Gonococcal endophthalmia,Gonococcal endophthalmia
475,09843,Gonococcal keratitis,Gonococcal keratitis
476,09849,Gonococcal eye NEC,Other gonococcal infection of eye
477,09850,Gonococcal arthritis,Gonococcal arthritis
478,09851,Gonococcal synovitis,Gonococcal synovitis and tenosynovitis
479,09852,Gonococcal bursitis,Gonococcal bursitis
480,09853,Gonococcal spondylitis,Gonococcal spondylitis
481,09859,Gc infect joint NEC,Other gonococcal infection of joint
482,0986,Gonococcal infec pharynx,Gonococcal infection of pharynx
483,0987,Gc infect anus & rectum,Gonococcal infection of anus and rectum
484,09881,Gonococcal keratosis,Gonococcal keratosis (blennorrhagica)
485,09882,Gonococcal meningitis,Gonococcal meningitis
486,09883,Gonococcal pericarditis,Gonococcal pericarditis
487,09884,Gonococcal endocarditis,Gonococcal endocarditis
488,09885,Gonococcal heart dis NEC,Other gonococcal heart disease
489,09886,Gonococcal peritonitis,Gonococcal peritonitis
490,09889,Gonococcal inf site NEC,Gonococcal infection of other specified sites
491,04109,Other streptococcus,"Streptococcus infection in conditions classified elsewhere and of unspecified site, other streptococcus"
492,04110,Staphylococcus unspcfied,"Staphylococcus infection in conditions classified elsewhere and of unspecified site, staphylococcus, unspecified"
493,04111,Mth sus Stph aur els/NOS,Methicillin susceptible Staphylococcus aureus in conditions classified elsewhere and of unspecified site
494,04112,MRSA elsewhere/NOS,Methicillin resistant Staphylococcus aureus in conditions classified elsewhere and of unspecified site
495,04119,Other staphylococcus,"Staphylococcus infection in conditions classified elsewhere and of unspecified site, other staphylococcus"
496,0412,Pneumococcus infect NOS,Pneumococcus infection in conditions classified elsewhere and of unspecified site
497,0413,Klebsiella pneumoniae,Friedl?nder's bacillus infection in conditions classified elsewhere and of unspecified site
498,04141,Shiga txn-produce E.coli,Shiga toxin-producing Escherichia coli [E. coli] (STEC) O157
499,04142,Shga txn prod E.coli NEC,Other specified Shiga toxin-producing Escherichia coli [E. coli] (STEC)
500,04143,Shga txn prod E.coli NOS,"Shiga toxin-producing Escherichia coli [E. coli] (STEC), unspecified"
501,04149,E.coli infection NEC/NOS,Other and unspecified Escherichia coli [E. coli]
502,0415,H. influenzae infect NOS,Hemophilus influenzae [H. influenzae] infection in conditions classified elsewhere and of unspecified site
503,0416,Proteus infection NOS,Proteus (mirabilis) (morganii) infection in conditions classified elsewhere and of unspecified site
504,0417,Pseudomonas infect NOS,Pseudomonas infection in conditions classified elsewhere and of unspecified site
505,04181,Mycoplasma,"Other specified bacterial infections in conditions classified elsewhere and of unspecified site, mycoplasma"
506,04182,Bacteroides fragilis,Bacteroides fragilis
507,04183,Clostridium perfringens,"Other specified bacterial infections in conditions classified elsewhere and of unspecified site, Clostridium perfringens"
508,04184,Other anaerobes,"Other specified bacterial infections in conditions classified elsewhere and of unspecified site, other anaerobes"
509,04185,Oth gram negatv bacteria,"Other specified bacterial infections in conditions classified elsewhere and of unspecified site, other gram-negative organisms"
510,04186,Helicobacter pylori,Helicobacter pylori [H. pylori]
511,04189,Oth specf bacteria,"Other specified bacterial infections in conditions classified elsewhere and of unspecified site, other specified bacteria"
512,0419,Bacterial infection NOS,"Bacterial infection, unspecified, in conditions classified elsewhere and of unspecified site"
513,042,Human immuno virus dis,Human immunodeficiency virus [HIV] disease
514,04500,Ac bulbar polio-type NOS,"Acute paralytic poliomyelitis specified as bulbar, poliovirus, unspecified type"
515,04501,Ac bulbar polio-type 1,"Acute paralytic poliomyelitis specified as bulbar, poliovirus type I"
516,04502,Ac bulbar polio-type 2,"Acute paralytic poliomyelitis specified as bulbar, poliovirus type II"
517,04503,Ac bulbar polio-type 3,"Acute paralytic poliomyelitis specified as bulbar, poliovirus type III"
518,04510,Paral polio NEC-type NOS,"Acute poliomyelitis with other paralysis, poliovirus, unspecified type"
519,04511,Paral polio NEC-type 1,"Acute poliomyelitis with other paralysis, poliovirus type I"
520,04512,Paral polio NEC-type 2,"Acute poliomyelitis with other paralysis, poliovirus type II"
521,04513,Paral polio NEC-type 3,"Acute poliomyelitis with other paralysis, poliovirus type III"
522,04520,Nonparaly polio-type NOS,"Acute nonparalytic poliomyelitis, poliovirus, unspecified type"
523,04521,Nonparalyt polio-type 1,"Acute nonparalytic poliomyelitis, poliovirus type I"
524,04522,Nonparalyt polio-type 2,"Acute nonparalytic poliomyelitis, poliovirus type II"
525,04523,Nonparalyt polio-type 3,"Acute nonparalytic poliomyelitis, poliovirus type III"
526,04590,Ac polio NOS-type NOS,"Acute poliomyelitis, unspecified, poliovirus, unspecified type"
527,04591,Ac polio NOS-type 1,"Acute poliomyelitis, unspecified, poliovirus type I"
528,04592,Ac polio NOS-type 2,"Acute poliomyelitis, unspecified, poliovirus type II"
529,04593,Ac polio NOS-type 3,"Acute poliomyelitis, unspecified, poliovirus type III"
530,0460,Kuru,Kuru
531,04611,Varnt Creutzfeldt-Jakob,Variant Creutzfeldt-Jakob disease
532,04619,Creutzfldt-Jakob NEC/NOS,Other and unspecified Creutzfeldt-Jakob disease
533,0462,Subac scleros panenceph,Subacute sclerosing panencephalitis
534,0463,Prog multifoc leukoencep,Progressive multifocal leukoencephalopathy
535,04671,Gerstmn-Straus-Schnk syn,Gerstmann-Str?ussler-Scheinker syndrome
536,04672,Fatal familial insomnia,Fatal familial insomnia
537,04679,Prion dis of CNS NEC/NOS,Other and unspecified prion disease of central nervous system
538,0468,Cns slow virus infec NEC,Other specified slow virus infection of central nervous system
539,0469,Cns slow virus infec NOS,Unspecified slow virus infection of central nervous system
540,0470,Coxsackie virus mening,Meningitis due to coxsackie virus
541,0471,Echo virus meningitis,Meningitis due to echo virus
542,0478,Viral meningitis NEC,Other specified viral meningitis
543,0479,Viral meningitis NOS,Unspecified viral meningitis
544,048,Oth enteroviral cns dis,Other enterovirus diseases of central nervous system
545,0490,Lymphocytic choriomening,Lymphocytic choriomeningitis
546,0491,Adenoviral meningitis,Meningitis due to adenovirus
547,0498,Viral encephalitis NEC,Other specified non-arthropod-borne viral diseases of central nervous system
548,0499,Viral encephalitis NOS,Unspecified non-arthropod-borne viral diseases of central nervous system
549,0500,Variola major,Variola major
550,0501,Alastrim,Alastrim
551,0502,Modified smallpox,Modified smallpox
552,0509,Smallpox NOS,"Smallpox, unspecified"
553,05101,Cowpox,Cowpox
554,05102,Vaccinia n/f vaccination,Vaccinia not from vaccination
555,0511,Pseudocowpox,Pseudocowpox
556,0512,Contagious pustular derm,Contagious pustular dermatitis
557,0519,Paravaccinia NOS,"Paravaccinia, unspecified"
558,0520,Postvaricella encephalit,Postvaricella encephalitis
559,0521,Varicella pneumonitis,Varicella (hemorrhagic) pneumonitis
560,0522,Postvaricella myelitis,Postvaricella myelitis
561,0527,Varicella complicat NEC,Chickenpox with other specified complications
562,0528,Varicella complicat NOS,Chickenpox with unspecified complication
563,0529,Varicella uncomplicated,Varicella without mention of complication
564,0530,Herpes zoster meningitis,Herpes zoster with meningitis
565,05310,H zoster nerv syst NOS,Herpes zoster with unspecified nervous system complication
566,05311,Geniculate herpes zoster,Geniculate herpes zoster
567,05312,Postherpes trigem neural,Postherpetic trigeminal neuralgia
568,05313,Postherpes polyneuropath,Postherpetic polyneuropathy
569,05314,Herpes zoster myelitis,Herpes zoster myelitis
570,05319,H zoster nerv syst NEC,Herpes zoster with other nervous system complications
571,05320,Herpes zoster of eyelid,Herpes zoster dermatitis of eyelid
572,05321,H zoster keratoconjunct,Herpes zoster keratoconjunctivitis
573,05322,H zoster iridocyclitis,Herpes zoster iridocyclitis
574,05329,Herpes zoster of eye NEC,Herpes zoster with other ophthalmic complications
575,05371,H zoster otitis externa,Otitis externa due to herpes zoster
576,05379,H zoster complicated NEC,Herpes zoster with other specified complications
577,0538,H zoster complicated NOS,Herpes zoster with unspecified complication
578,0539,Herpes zoster NOS,Herpes zoster without mention of complication
579,0540,Eczema herpeticum,Eczema herpeticum
580,05410,Genital herpes NOS,"Genital herpes, unspecified"
581,05411,Herpetic vulvovaginitis,Herpetic vulvovaginitis
582,05412,Herpetic ulcer of vulva,Herpetic ulceration of vulva
583,05413,Herpetic infect of penis,Herpetic infection of penis
584,05419,Genital herpes NEC,Other genital herpes
585,0542,Herpetic gingivostomat,Herpetic gingivostomatitis
586,0543,Herpetic encephalitis,Herpetic meningoencephalitis
587,05440,Herpes simplex eye NOS,Herpes simplex with unspecified ophthalmic complication
588,05441,Herpes simplex of eyelid,Herpes simplex dermatitis of eyelid
589,05442,Dendritic keratitis,Dendritic keratitis
590,05443,H simplex keratitis,Herpes simplex disciform keratitis
591,05444,H simplex iridocyclitis,Herpes simplex iridocyclitis
592,05449,Herpes simplex eye NEC,Herpes simplex with other ophthalmic complications
593,0545,Herpetic septicemia,Herpetic septicemia
594,0546,Herpetic whitlow,Herpetic whitlow
595,05471,Visceral herpes simplex,Visceral herpes simplex
596,05472,H simplex meningitis,Herpes simplex meningitis
597,05473,H simplex otitis externa,Herpes simplex otitis externa
598,05474,Herpes simplex myelitis,Herpes simplex myelitis
599,05479,H simplex complicat NEC,Herpes simplex with other specified complications
600,0548,H simplex complicat NOS,Herpes simplex with unspecified complication
601,0549,Herpes simplex NOS,Herpes simplex without mention of complication
602,0550,Postmeasles encephalitis,Postmeasles encephalitis
603,0551,Postmeasles pneumonia,Postmeasles pneumonia
604,01792,TB organ NEC-exam unkn,"Tuberculosis of other specified organs, bacteriological or histological examination unknown (at present)"
605,01793,TB of organ NEC-micro dx,"Tuberculosis of other specified organs, tubercle bacilli found (in sputum) by microscopy"
606,01794,TB of organ NEC-cult dx,"Tuberculosis of other specified organs, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
607,01795,TB of organ NEC-histo dx,"Tuberculosis of other specified organs, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
608,01796,TB of organ NEC-oth test,"Tuberculosis of other specified organs, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
609,01800,Acute miliary tb-unspec,"Acute miliary tuberculosis, unspecified"
610,01801,Acute miliary tb-no exam,"Acute miliary tuberculosis, bacteriological or histological examination not done"
